id;type;name;first_name;second_name;picture_url;producer;country;abv;average_rating;rating_count
2511;tonic;J. Gasco Indian Tonic;;;https://ginventory.reed.be/api/v2/products/2511/picture?type=normal; J.Gasco;Italy;;8.6;51
2512;tonic;Jack Rudy Cocktail Co. Extra Bitter Tonic;;;https://ginventory.reed.be/api/v2/products/2512/picture?type=normal;Jack Rudy Cocktail Co.;United States;;8.1;5
2513;tonic;Kinley Tonic Water;;;https://ginventory.reed.be/api/v2/products/2513/picture?type=normal;The Coca-Cola Co.;Germany / United States;;7.6;66
2514;tonic;Le Roc Tonic Water;;;https://ginventory.reed.be/api/v2/products/2514/picture?type=normal;Warsteiner Gruppe;Germany;;8.2;3
2515;tonic;Lichtenauer Tonic Water;;;https://ginventory.reed.be/api/v2/products/2515/picture?type=normal;Lichtenauer Mineralquellen GmbH;Germany;;8.3;4
2516;tonic;Lobsters Tonic Water;;;https://ginventory.reed.be/api/v2/products/2516/picture?type=normal;Lobsters GmbH;Austria;;8.1;19
2517;tonic;Lurisia Acqua Tonica Di Chinotto;;;https://ginventory.reed.be/api/v2/products/2517/picture?type=normal;Luricia Premium Beverages;Italy;;8.8;22
2518;tonic;Neo Premium Tonic Water;;;https://ginventory.reed.be/api/v2/products/2518/picture?type=normal;Tomomasu Drink Co. Ltd.;Japan;;;0
2519;tonic;Paoletti Tonica;;;https://ginventory.reed.be/api/v2/products/2519/picture?type=normal;E. Paoletti E Figli;Italy;;7.9;9
2520;tonic;Phillips Fermentorium Philosopher's Brew Tonic;;;https://ginventory.reed.be/api/v2/products/2520/picture?type=normal;Phillips Fermentorium;Canada;;10.0;1
2521;tonic;Pink Cow Cardio Tonica;;;https://ginventory.reed.be/api/v2/products/2521/picture?type=normal;Pink Cow;Spain;;7.0;1
2522;tonic;Porter's Tonic Syrup Hibiscus;;;https://ginventory.reed.be/api/v2/products/2522/picture?type=normal;Porter’s Tonic;Canada;;8.0;1
2523;tonic;Porter’s Tonic Syrup Grapefruit;;;https://ginventory.reed.be/api/v2/products/2523/picture?type=normal;Porter’s Tonic;Canada;;;0
2524;tonic;Rioba Tonic Water;;;https://ginventory.reed.be/api/v2/products/2524/picture?type=normal;Metro Group;Germany;;6.2;2
2525;tonic;Royal Club Tonic;;;https://ginventory.reed.be/api/v2/products/2525/picture?type=normal;Vrumona;Netherlands;;6.9;55
2526;tonic;Sainsbury's Indian Tonic Water;;;;J. Sainsbury PLC;United Kingdom;;7.2;13
2527;tonic;Sam's Choice Mixer Tonic water;;;https://ginventory.reed.be/api/v2/products/2527/picture?type=normal;Walmart;United States;;;0
2528;tonic;Square Root London Artemisia Herbal Tonic Water;;;https://ginventory.reed.be/api/v2/products/2528/picture?type=normal;The Square Root Soda Works;United Kingdom;;7.3;1
2530;tonic;Stirrings Tonic Water;;;https://ginventory.reed.be/api/v2/products/2530/picture?type=normal;Stirrings LLC.;United States;;;0
2531;tonic;Syndrome Sugar-Free Premium Tonic;;;https://ginventory.reed.be/api/v2/products/2531/picture?type=normal;Buss Spirits Artisan Distillers;Belgium;;7.8;7
2532;tonic;Three Cents Aegean Tonic;;;https://ginventory.reed.be/api/v2/products/2532/picture?type=normal;Three Cents Co.;Greece;;9.0;75
2533;tonic;Three Cents Lemon Tonic ;;;https://ginventory.reed.be/api/v2/products/2533/picture?type=normal;Three Cents Co.;Greece;;8.8;16
2534;tonic;Todd's Trasher Tonic;;;;Society Fair;United States;;;0
2535;tonic;Tomarchio Tonica;;;https://ginventory.reed.be/api/v2/products/2535/picture?type=normal;Sibat Tomarchio Srlp;Italy;;8.6;8
2536;tonic;Tonica Antarctica;;;https://ginventory.reed.be/api/v2/products/2536/picture?type=normal;;Brazil;;7.2;9
2537;tonic;Vintage Tonic Water;;;https://ginventory.reed.be/api/v2/products/2537/picture?type=normal;Cott Beverages Inc.;United States;;;0
2540;tonic;Socks Craft Tonic;;;https://ginventory.reed.be/api/v2/products/2540/picture?type=normal;Socks Craft Tonic;South Africa;;8.5;6
2542;tonic;Fever Tree Aromatic Tonic Water;;;https://ginventory.reed.be/api/v2/products/2542/picture?type=normal;Fevertree Ltd.;United Kingdom;;8.7;605
2581;tonic;Pedrino Premium Alcoholic Tonic;;;https://ginventory.reed.be/api/v2/products/2581/picture?type=normal;Melius Drinks Limited;United Kingdom;;8.0;9
2582;tonic;Schweppes Indian Tonic Zero - (Also known as Schweppes Indian Tonic Light);Schweppes Indian Tonic Zero;(Also known as Schweppes Indian Tonic Light);https://ginventory.reed.be/api/v2/products/2582/picture?type=normal;Dr. Pepper Snapple Group;Switzerland / United States;;7.8;63
2638;tonic;Spruce Orange Blossom Tonic;;;https://ginventory.reed.be/api/v2/products/2638/picture?type=normal;Spruce Soda Co.;United States;;;0
2639;tonic;Fever Tree Premium Sicilian Lemonade;;;https://ginventory.reed.be/api/v2/products/2639/picture?type=normal;Fevertree Ltd.;United Kingdom;;8.8;113
2640;tonic;Llanllyr Source Tonic Water;;;https://ginventory.reed.be/api/v2/products/2640/picture?type=normal;Llanllyr Water Co.;United Kingdom;;8.7;23
2641;tonic;Llanllyr Source Light Tonic ;;;https://ginventory.reed.be/api/v2/products/2641/picture?type=normal;Llanllyr Water Co.;United Kingdom;;7.9;3
2656;tonic;Tesco Indian Tonic Water;;;https://ginventory.reed.be/api/v2/products/2656/picture?type=normal;Tesco Stores Ltd.;United Kingdom;;7.0;23
2657;tonic;Tesco Low Calorie Tonic Water;;;https://ginventory.reed.be/api/v2/products/2657/picture?type=normal;Tesco Stores Ltd.;United Kingdom;;7.5;23
2710;tonic;Long Table's Original Tonic Syrup;;;https://ginventory.reed.be/api/v2/products/2710/picture?type=normal;Long Table Distillery;Canada;;8.5;3
2717;tonic;3/4 Oz. Tonic Maison;;;https://ginventory.reed.be/api/v2/products/2717/picture?type=normal;3/4 Oz.;Canada;;8.3;18
2718;tonic;3/4 Oz. Ginger Ale Syrup;;;https://ginventory.reed.be/api/v2/products/2718/picture?type=normal;3/4 Oz.;Canada;;8.1;10
2733;tonic;28 Drinks Ginger Ale;;;https://ginventory.reed.be/api/v2/products/2733/picture?type=normal;28 Drinks (Splendid Drinks AG);Luxembourg;;6.2;7
2775;tonic;Capi Blood Orange Soda;;;https://ginventory.reed.be/api/v2/products/2775/picture?type=normal;Capi;Australia;;9.1;1
2776;tonic;Fever Tree Clementine Tonic Water - With Cinnamon;Fever Tree Clementine Tonic Water;With Cinnamon;https://ginventory.reed.be/api/v2/products/2776/picture?type=normal;Fevertree Ltd.;United Kingdom;;8.9;323
2781;tonic;Swiss Mountain Spring Classic Tonic Water;;;https://ginventory.reed.be/api/v2/products/2781/picture?type=normal;Sygama SA;Switzerland;;8.8;67
2782;tonic;Swiss Mountain Spring Ginger & Lemongrass Tonic;;;https://ginventory.reed.be/api/v2/products/2782/picture?type=normal;Sygama SA;Switzerland;;8.2;25
2783;tonic;Swiss Mountain Spring Rosemary Tonic;;;https://ginventory.reed.be/api/v2/products/2783/picture?type=normal;Sygama SA;Switzerland;;8.8;41
2787;tonic;Swedish Tonic;;;https://ginventory.reed.be/api/v2/products/2787/picture?type=normal;Swedish Tonic;Sweden;;8.4;49
2821;tonic;Barker And Quin Finest Indian Tonic Water;;;https://ginventory.reed.be/api/v2/products/2821/picture?type=normal;Two Green Lemons PTY Ltd.;South Africa;;8.8;34
2823;tonic;Água Tônica Prata;;;https://ginventory.reed.be/api/v2/products/2823/picture?type=normal;Águas Prata Ltda.;Brazil;;7.1;9
2842;tonic;Poachers Citrus Tonic - With Irish Rosemary;Poachers Citrus Tonic;With Irish Rosemary;https://ginventory.reed.be/api/v2/products/2842/picture?type=normal;Poachers Drinks Ltd;Ireland;;8.9;33
2843;tonic;Russell & Co Botanical Tonic Water;;;https://ginventory.reed.be/api/v2/products/2843/picture?type=normal;Russell & Co Drinks;Netherlands;;8.4;30
2855;tonic;Freeway Original Tonic Water;;;https://ginventory.reed.be/api/v2/products/2855/picture?type=normal;Lidl GmbH;Germany;;7.6;51
2868;tonic;Great Royal Kingers Tonic Water;;;https://ginventory.reed.be/api/v2/products/2868/picture?type=normal;IQ 4 YOU GmbH;Germany;;6.9;15
2875;tonic;Syndrome Grapefruit Premium Tonic;;;https://ginventory.reed.be/api/v2/products/2875/picture?type=normal;Buss Spirits Artisan Distillers;Belgium;;8.4;9
2876;tonic;Syndrome Sweet Roses Premium Tonic;;;https://ginventory.reed.be/api/v2/products/2876/picture?type=normal;Buss Spirits Artisan Distillers;Belgium;;8.4;9
2903;tonic;Plose Acquatonica;;;https://ginventory.reed.be/api/v2/products/2903/picture?type=normal;Acqua Plose;Italy;;8.8;16
2905;tonic;Schweppes Ginger B.;;;https://ginventory.reed.be/api/v2/products/2905/picture?type=normal;Dr. Pepper Snapple Group;Switzerland / United States;;7.6;19
2935;tonic;Gentleman's Tonic;;;https://ginventory.reed.be/api/v2/products/2935/picture?type=normal;Solutions GdbR;Germany;;8.9;15
2952;tonic;Fentimans Pink Grapefruit Tonic Water;;;https://ginventory.reed.be/api/v2/products/2952/picture?type=normal;Fentimans Ltd.;United Kingdom;;8.9;95
2965;tonic;Goldberg Bone-Dry Tonic;;;https://ginventory.reed.be/api/v2/products/2965/picture?type=normal;MBG International Premium Brands GmbH;Germany;;8.7;60
2988;tonic;Third Place Tonic;;;https://ginventory.reed.be/api/v2/products/2988/picture?type=normal;St. John's;Canada;;8.7;3
3005;tonic;Le Tribute Tonic Water;;;https://ginventory.reed.be/api/v2/products/3005/picture?type=normal;MG Destilerías;Spain;;9.5;417
3067;tonic;Gosling's Ginger Beer;;;https://ginventory.reed.be/api/v2/products/3067/picture?type=normal;Gosling's;United Kingdom;;8.0;5
3068;tonic;Blue Henn Artisan Tonic Syrup;;;https://ginventory.reed.be/api/v2/products/3068/picture?type=normal;Blue Henn;United States;;7.8;2
3082;tonic;Imperdibile Dry Bitter Tonic;;;https://ginventory.reed.be/api/v2/products/3082/picture?type=normal;Favabibite Sas;Italy;;8.6;21
3083;tonic;Imperdibile Superior Italian Tonic;;;https://ginventory.reed.be/api/v2/products/3083/picture?type=normal;Favabibite Sas;Italy;;8.7;20
3084;tonic;Imperdibile Wild Botanical Tonic;;;https://ginventory.reed.be/api/v2/products/3084/picture?type=normal;Favabibite Sas;Italy;;8.7;17
3085;tonic;Imperdibile Ginger Beer;;;https://ginventory.reed.be/api/v2/products/3085/picture?type=normal;Favabibite Sas;Italy;;8.0;5
3086;tonic;Imperdibile Ginger Ale;;;https://ginventory.reed.be/api/v2/products/3086/picture?type=normal;Favabibite Sas;Italy;;8.5;3
3104;tonic;White Rock Diet Ginger Ale;;;https://ginventory.reed.be/api/v2/products/3104/picture?type=normal;White Rock Beverages;United States;;;0
3114;tonic;Schweppes Diet Tonic Water;;;https://ginventory.reed.be/api/v2/products/3114/picture?type=normal;Dr. Pepper Snapple Group;Switzerland / United States;;7.4;79
3115;tonic;White Rock Ginger Ale;;;https://ginventory.reed.be/api/v2/products/3115/picture?type=normal;White Rock Beverages;United States;;;0
3127;tonic;Goldberg Japanese Yuzu Tonic;;;https://ginventory.reed.be/api/v2/products/3127/picture?type=normal;MBG International Premium Brands GmbH;Germany;;8.9;106
3141;tonic;The Bitter Housewife Orange Bitters;;;https://ginventory.reed.be/api/v2/products/3141/picture?type=normal;Improper Goods;United States;;;0
3142;tonic;Element Chai Pear Shrub;;;https://ginventory.reed.be/api/v2/products/3142/picture?type=normal;Element;United States;;;0
3143;tonic;Fee Brothers Orange Bitters - Aged in Gin Barrels;Fee Brothers Orange Bitters;Aged in Gin Barrels;https://ginventory.reed.be/api/v2/products/3143/picture?type=normal;Fee Brothers;United States;;8.8;2
3162;tonic;Snake Oil Tonic Syrup;;;https://ginventory.reed.be/api/v2/products/3162/picture?type=normal;Snake Oil Co.;Australia;;9.3;2
3242;tonic;Endeavour Indian Tonic Water;;;https://ginventory.reed.be/api/v2/products/3242/picture?type=normal;NZ Drinks Ltd.;New Zealand;;7.4;1
3260;tonic;Royal Club Light Tonic;;;https://ginventory.reed.be/api/v2/products/3260/picture?type=normal;Vrumona;Netherlands;;7.1;17
3261;tonic;Britvic Ginger Ale;;;https://ginventory.reed.be/api/v2/products/3261/picture?type=normal;Britvic PLC;United Kingdom;;7.7;8
3262;tonic;Britvic Light Tonic;;;https://ginventory.reed.be/api/v2/products/3262/picture?type=normal;Britvic PLC;United Kingdom;;7.5;27
3271;tonic;East Imperial Soda Water;;;https://ginventory.reed.be/api/v2/products/3271/picture?type=normal;East Imperial Ltd.;New Zealand;;9.0;2
3272;tonic;East Imperial Thai Dry Ginger Ale;;;https://ginventory.reed.be/api/v2/products/3272/picture?type=normal;East Imperial Ltd.;New Zealand;;7.1;5
3273;tonic;East Imperial Mombasa Ginger Beer;;;https://ginventory.reed.be/api/v2/products/3273/picture?type=normal;East Imperial Ltd.;New Zealand;;9.0;6
3296;tonic;Schweppes Russian Wild Berry;;;https://ginventory.reed.be/api/v2/products/3296/picture?type=normal;Dr. Pepper Snapple Group;Switzerland / United States;;8.6;82
3299;tonic;Regency Tonic - Premium English Tonic Water;Regency Tonic;Premium English Tonic Water;https://ginventory.reed.be/api/v2/products/3299/picture?type=normal;Regency;United Kingdom;;8.5;3
3310;tonic;Jack Rudy Cocktail Co. Aromatic Bitters;;;https://ginventory.reed.be/api/v2/products/3310/picture?type=normal;Jack Rudy Cocktail Co.;United States;;7.9;2
3314;tonic;18:21 Small Batch Tonic Syrup;;;https://ginventory.reed.be/api/v2/products/3314/picture?type=normal;18:21 Bitters;United States;;6.0;2
3332;tonic;Teetotal G'n’T;;;https://ginventory.reed.be/api/v2/products/3332/picture?type=normal;The Temperance Spirit Company;United Kingdom;;;0
3353;tonic;& Tonic Syrup;;;https://ginventory.reed.be/api/v2/products/3353/picture?type=normal;Robert Stone;United States;;7.7;19
3367;tonic;East Imperial Christmas Tonic;;;https://ginventory.reed.be/api/v2/products/3367/picture?type=normal;East Imperial Ltd;New Zealand;;8.5;5
3391;tonic;Polara Tonica;;;https://ginventory.reed.be/api/v2/products/3391/picture?type=normal;Bibite Polara;Italy;;9.5;2
3392;tonic;Polara Tonica Di Sicilia;;;https://ginventory.reed.be/api/v2/products/3392/picture?type=normal;Bibite Polara;Italy;;9.4;1
3393;tonic;Polara Tonica Antica Ricetta Siciliana;;;https://ginventory.reed.be/api/v2/products/3393/picture?type=normal;Bibite Polara;Italy;;8.9;14
3395;tonic;Folkington’s Indian Tonic Water;;;https://ginventory.reed.be/api/v2/products/3395/picture?type=normal;Metro Drinks Ltd.;United Kingdom;;8.8;18
3396;tonic;Folkington’s Indian Tonic Water Perfectly Light;;;https://ginventory.reed.be/api/v2/products/3396/picture?type=normal;Metro Drinks Ltd.;United Kingdom;;8.7;10
3397;tonic;Folkington’s Dry Ginger Ale;;;https://ginventory.reed.be/api/v2/products/3397/picture?type=normal;Metro Drinks Ltd.;United Kingdom;;8.8;7
3402;tonic;Blood Moon Tonic Syrup - Traditional;Blood Moon Tonic Syrup;Traditional;https://ginventory.reed.be/api/v2/products/3402/picture?type=normal;Blood Moon;Australia;;6.0;1
3403;tonic;Blood Moon Tonic Syrup - Australian Native;Blood Moon Tonic Syrup;Australian Native;https://ginventory.reed.be/api/v2/products/3403/picture?type=normal;Blood Moon;Australia;;;0
3404;tonic;Blood Moon Tonic Syrup - Unsweetened;Blood Moon Tonic Syrup;Unsweetened;https://ginventory.reed.be/api/v2/products/3404/picture?type=normal;Blood Moon;Australia;;;0
3405;tonic;Organic Tonic;;;https://ginventory.reed.be/api/v2/products/3405/picture?type=normal;Daylesford And Hepburn Mineral Springs Co.;Australia;;;0
3406;tonic;Liber & Co. Spiced Tonic Syrup;;;https://ginventory.reed.be/api/v2/products/3406/picture?type=normal;Liber & Co.;Australia;;;0
3407;tonic;Hella Tonic Syrup;;;https://ginventory.reed.be/api/v2/products/3407/picture?type=normal;Hella;United States;;8.3;1
3408;tonic;Aotea Native Tonic - Kawaka & Peppermint;Aotea Native Tonic;Kawaka & Peppermint;https://ginventory.reed.be/api/v2/products/3408/picture?type=normal;Aotea;New Zealand;;6.0;1
3409;tonic;Aotea Native Tonic - Tea Tree & Hibiscus;Aotea Native Tonic;Tea Tree & Hibiscus;https://ginventory.reed.be/api/v2/products/3409/picture?type=normal;Aotea;New Zealand;;;0
3410;tonic;Aotea Native Tonic - Horopito & Liquorice;Aotea Native Tonic;Horopito & Liquorice;https://ginventory.reed.be/api/v2/products/3410/picture?type=normal;Aotea;New Zealand;;8.0;1
3411;tonic;Aotea Native Tonic - Kumarahou & Ginger;Aotea Native Tonic;Kumarahou & Ginger;https://ginventory.reed.be/api/v2/products/3411/picture?type=normal;Aotea;New Zealand;;6.8;2
3412;tonic;John's Premium Tonic Syrup;;;https://ginventory.reed.be/api/v2/products/3412/picture?type=normal;John's Premium;United States;;6.9;1
3413;tonic;Cherry Vital Tasmanian Cherry Tonic;;;https://ginventory.reed.be/api/v2/products/3413/picture?type=normal;Cherry Vital;Australia;;;0
3414;tonic;Speed Craft Tonic Syrup;;;https://ginventory.reed.be/api/v2/products/3414/picture?type=normal;Bittermens;United States;;;0
3415;tonic;Bittermilk No. 5 Charred Grapefruit Tonic Syrup - With Bulls Bay Sea Salt;Bittermilk No. 5 Charred Grapefruit Tonic Syrup;With Bulls Bay Sea Salt;https://ginventory.reed.be/api/v2/products/3415/picture?type=normal;Bittermilk;United States;;7.0;4
3416;tonic;Les Charlatans Cucumber & Tarragon Tonic Syrup ;;;https://ginventory.reed.be/api/v2/products/3416/picture?type=normal;Les Charlatans;Canada;;;0
3417;tonic;Artemis Thyme Lemon Tonic;;;https://ginventory.reed.be/api/v2/products/3417/picture?type=normal;Artemis;New Zealand;;6.0;1
3418;tonic;Bootleggers Tonic Water;;;https://ginventory.reed.be/api/v2/products/3418/picture?type=normal;Bootleggers;New Zealand;;;0
3419;tonic;Kirks Tonic Water;;;https://ginventory.reed.be/api/v2/products/3419/picture?type=normal;Kirks;Australia;;;0
3420;tonic;Voelkel BioZisch Tonic;;;https://ginventory.reed.be/api/v2/products/3420/picture?type=normal;Voelkel GmbH;Germany;;6.9;2
3421;tonic;Augustine Bar Tonic Syrup;;;https://ginventory.reed.be/api/v2/products/3421/picture?type=normal;Augustine Bar;Germany;;9.5;1
3422;tonic;Tuborg Tonic Water;;;https://ginventory.reed.be/api/v2/products/3422/picture?type=normal;Olympic Brewery;Greece;;7.6;6
3423;tonic;Soda Press Co. Organic Tonic Syrup - Classic Indian Tonic;Soda Press Co. Organic Tonic Syrup;Classic Indian Tonic;https://ginventory.reed.be/api/v2/products/3423/picture?type=normal;Soda Press Co.;New Zealand;;8.2;3
3429;tonic;Sir Teddy's Tonic Syrup - Wilks & Wilson;Sir Teddy's Tonic Syrup;Wilks & Wilson;https://ginventory.reed.be/api/v2/products/3429/picture?type=normal;Wilks & Wilson;United States;;;0
3431;tonic;Tassoni Tonica;;;https://ginventory.reed.be/api/v2/products/3431/picture?type=normal;Cedral Tassoni;Italy;;9.1;109
3434;tonic;Little Wolf Cape Dry Tonic;;;https://ginventory.reed.be/api/v2/products/3434/picture?type=normal;Little Wolf Brewery Co.;South Africa;;8.0;2
3436;tonic;Mixwell Dandelion Tonic Water;;;https://ginventory.reed.be/api/v2/products/3436/picture?type=normal;Mixwell Co.;United States;;;0
3437;tonic;Sparkling Bitters Tonic - Meyer Lemon;Sparkling Bitters Tonic;Meyer Lemon;https://ginventory.reed.be/api/v2/products/3437/picture?type=normal;Sparkling Bitters;United States;;;0
3438;tonic;Sparkling Bitters Tonic - White Peach;Sparkling Bitters Tonic;White Peach;https://ginventory.reed.be/api/v2/products/3438/picture?type=normal;Sparkling Bitters;United States;;;0
3439;tonic;Sparkling Bitters Tonic - Grapefruit Mint;Sparkling Bitters Tonic;Grapefruit Mint;https://ginventory.reed.be/api/v2/products/3439/picture?type=normal;Sparkling Bitters;United States;;;0
3440;tonic;Sparkling Bitters Tonic - Classic Aromatic;Sparkling Bitters Tonic;Classic Aromatic;https://ginventory.reed.be/api/v2/products/3440/picture?type=normal;Sparkling Bitters;United States;;;0
3441;tonic;Sparkling Bitters Tonic - Pear Ginger;Sparkling Bitters Tonic;Pear Ginger;https://ginventory.reed.be/api/v2/products/3441/picture?type=normal;Sparkling Bitters;United States;;;0
3442;tonic;Zevia Tonic Water - Zero Calorie Mixer;Zevia Tonic Water;Zero Calorie Mixer;https://ginventory.reed.be/api/v2/products/3442/picture?type=normal;Zevia;United States;;6.1;4
3443;tonic;Icy Monkey Tonic Water;;;https://ginventory.reed.be/api/v2/products/3443/picture?type=normal;Icy Monkey GmbH;Austria;;7.6;3
3444;tonic;Woodstock Tonic;;;https://ginventory.reed.be/api/v2/products/3444/picture?type=normal;Woodstock Gin Co.;South Africa;;7.8;5
3445;tonic;Woodstoke Lite Tonic;;;https://ginventory.reed.be/api/v2/products/3445/picture?type=normal;Woodstock Gin Co.;South Africa;;;0
3449;tonic;Franklin & Sons Original Ginger Ale;;;https://ginventory.reed.be/api/v2/products/3449/picture?type=normal;Global Brands Ltd.;United Kingdom;;8.6;20
3458;tonic;Schweppes Ginger Ale;;;https://ginventory.reed.be/api/v2/products/3458/picture?type=normal;Dr. Pepper Snapple Group;Switzerland / United States;;8.3;66
3459;tonic;Schweppes Premium Mixer Ginger Ale;;;https://ginventory.reed.be/api/v2/products/3459/picture?type=normal;Dr. Pepper Snapple Group;Switzerland / United States;;8.9;20
3487;tonic;pHenomenal Tonic Syrup;;;https://ginventory.reed.be/api/v2/products/3487/picture?type=normal;pHenomenal Drinks;Germany;;8.8;7
3499;tonic;Nelly Tickner's Small Batch Tonic Cordial;;;https://ginventory.reed.be/api/v2/products/3499/picture?type=normal;Nelly Tickner Drinks Co. Ltd;United Kingdom;;8.0;1
3596;tonic;South Feel Ginger Cardamom Premium Tonic Water;;;https://ginventory.reed.be/api/v2/products/3596/picture?type=normal;Aldi;Germany;;8.3;12
3597;tonic;South Feel Pink Pepper Premium Tonic Water;;;https://ginventory.reed.be/api/v2/products/3597/picture?type=normal;Aldi;Germany;;8.7;12
3598;tonic;South Feel Indian Premium Tonic Water;;;https://ginventory.reed.be/api/v2/products/3598/picture?type=normal;Aldi;Germany;;8.1;4
3627;tonic;Llanllyr Source Ginger Ale;;;https://ginventory.reed.be/api/v2/products/3627/picture?type=normal;Llanllyr Water Co.;United Kingdom;;8.8;6
3652;tonic;Imperdibile Baobab;;;https://ginventory.reed.be/api/v2/products/3652/picture?type=normal;Favabibite Sas;Italy;;8.8;1
3657;tonic;The London Essence Co. Original Indian Tonic Water;;;https://ginventory.reed.be/api/v2/products/3657/picture?type=normal;The London Essence Co.;United Kingdom;;8.5;99
3658;tonic;The London Essence Co. Grapefruit & Rosemary Tonic Water;;;https://ginventory.reed.be/api/v2/products/3658/picture?type=normal;The London Essence Co.;United Kingdom;;8.6;48
3659;tonic;The London Essence Co. Blood Orange & Elderflower Tonic Water;;;https://ginventory.reed.be/api/v2/products/3659/picture?type=normal;The London Essence Co.;United Kingdom;;8.6;49
3660;tonic;The London Essence Co. Delicate London Ginger Ale;;;https://ginventory.reed.be/api/v2/products/3660/picture?type=normal;The London Essence Co.;United Kingdom;;9.2;20
3683;tonic;Royal Bliss Creative Tonic Water;;;https://ginventory.reed.be/api/v2/products/3683/picture?type=normal;Coca Cola Enterprise;Spain;;8.3;64
3684;tonic;Royal Bliss Creative Zero Azúcar Tonic Water;;;https://ginventory.reed.be/api/v2/products/3684/picture?type=normal;Coca Cola Enterprise;Spain;;8.4;10
3685;tonic;Royal Bliss Exotic Yuzu Sensation Tonic Water;;;https://ginventory.reed.be/api/v2/products/3685/picture?type=normal;Coca Cola Enterprise;Spain;;8.9;42
3718;tonic;9 Springe Tonic Water;;;https://ginventory.reed.be/api/v2/products/3718/picture?type=normal;Brauerei Neunspringe;Germany;;8.3;4
3750;tonic;Sens Tonic Water;;;https://ginventory.reed.be/api/v2/products/3750/picture?type=normal;Sens;Germany;;8.7;5
3781;tonic;Bon Accord Tonic Water;;;https://ginventory.reed.be/api/v2/products/3781/picture?type=normal;Bon Accord;United Kingdom;;9.1;29
3802;tonic;Noble Natural Elite Drink - Acai Berry;Noble Natural Elite Drink;Acai Berry;https://ginventory.reed.be/api/v2/products/3802/picture?type=normal;No-Ble Drinks;Belgium;;8.9;4
3909;tonic;Woolsworths Sparkling Tonic Water;;;https://ginventory.reed.be/api/v2/products/3909/picture?type=normal;Woolsworths Food;South Africa;;7.0;3
3910;tonic;Woolsworths Sparkling Tonic Water - Sugar Free;Woolsworths Sparkling Tonic Water;Sugar Free;https://ginventory.reed.be/api/v2/products/3910/picture?type=normal;Woolsworths Food;South Africa;;7.2;3
3945;tonic;Merchant's Heart Tonic Water With A Hint Of Floral Aromatics;;;https://ginventory.reed.be/api/v2/products/3945/picture?type=normal;Lucozade Ribena Suntory;Japan / United Kingdom;;9.1;33
3946;tonic;Merchant's Heart Ginger Ale;;;https://ginventory.reed.be/api/v2/products/3946/picture?type=normal;Lucozade Ribena Suntory;Japan / United Kingdom;;7.7;6
3947;tonic;Merchant's Heart Tonic Water Hibiscus;;;https://ginventory.reed.be/api/v2/products/3947/picture?type=normal;Lucozade Ribena Suntory;Japan / United Kingdom;;9.2;51
3948;tonic;Merchant's Heart Tonic Water Lemon;;;https://ginventory.reed.be/api/v2/products/3948/picture?type=normal;Lucozade Ribena Suntory;Japan / United Kingdom;;6.3;2
3949;tonic;Merchant's Heart Tonic Water With A Hint Of Pink Peppercorn;;;https://ginventory.reed.be/api/v2/products/3949/picture?type=normal;Lucozade Ribena Suntory;Japan / United Kingdom;;9.0;58
3950;tonic;Merchant's Heart Tonic Water;;;https://ginventory.reed.be/api/v2/products/3950/picture?type=normal;Lucozade Ribena Suntory;Japan / United Kingdom;;8.3;20
3952;tonic;Original Premium Tonic Water Ginger Beer;;;https://ginventory.reed.be/api/v2/products/3952/picture?type=normal;Magnifique Brands S.L.;Spain;;9.7;20
3953;tonic;Original Premium Tonic Water Zero Berries;;;https://ginventory.reed.be/api/v2/products/3953/picture?type=normal;Magnifique Brands S.L.;Spain;;9.9;21
3954;tonic;Bon Accord Ginger Beer;;;https://ginventory.reed.be/api/v2/products/3954/picture?type=normal;Bon Accord;United Kingdom;;8.8;7
3957;tonic;Q Indian Tonic Water;;;https://ginventory.reed.be/api/v2/products/3957/picture?type=normal;Q Tonic LLC;United States;;8.5;14
3985;tonic;StrangeLove Dirty Tonic;;;https://ginventory.reed.be/api/v2/products/3985/picture?type=normal;StrangeLove Vitamin Co;Australia;;8.9;15
3986;tonic;StrangeLove Light Tonic;;;https://ginventory.reed.be/api/v2/products/3986/picture?type=normal;StrangeLove Vitamin Co;Australia;;8.8;15
3998;tonic;New Theatre Tonic;;;https://ginventory.reed.be/api/v2/products/3998/picture?type=normal;New Theatre Spirits & Tonics;Canada;;;0
3999;tonic;Donoghue & Stevenson’s Dead Snail Ginger Ale;;;https://ginventory.reed.be/api/v2/products/3999/picture?type=normal;New Theatre Spirits & Tonics;Canada;;;0
4083;tonic;Weisswange Cucumber Tonic Water;;;https://ginventory.reed.be/api/v2/products/4083/picture?type=normal;Weisswange;Germany;;8.1;9
4084;tonic;Weisswange Hibiscus Tonic Water;;;https://ginventory.reed.be/api/v2/products/4084/picture?type=normal;Weisswange;Germany;;8.4;12
4085;tonic;Weisswange Maritime Tonic Water;;;https://ginventory.reed.be/api/v2/products/4085/picture?type=normal;Weisswange;Germany;;8.2;13
4086;tonic;Weisswange Black Tonic Water;;;https://ginventory.reed.be/api/v2/products/4086/picture?type=normal;Weisswange;Germany;;7.8;16
4093;tonic;Thomas Henry Slim Tonic;;;https://ginventory.reed.be/api/v2/products/4093/picture?type=normal;Thomas Henry GmbH & Co. KG;Germany;;7.8;34
